subjects	S	prime	R	rt
4	dog	WOOF	cat	0.334587437215721
4	dog	WOOF	cat	0.724949316977012
4	dog	MEOW	dog	0.485986130403879
4	cat	MEOW	dog	0.404420270007272
4	cat	WOOF	dog	0.473566167754225
4	cat	MEOW	cat	0.307993457019654
4	cat	MEOW	cat	0.407791269055785
4	cat	MEOW	cat	0.97053213389477
4	dog	WOOF	cat	0.298752305507839
4	dog	MEOW	dog	0.389910517018986
4	cat	WOOF	cat	0.290332529165519
4	cat	MEOW	cat	0.318481105221492
4	dog	WOOF	dog	0.46698443143081
4	dog	WOOF	dog	0.610264608884928
4	dog	WOOF	dog	0.422456259014994
4	dog	MEOW	cat	0.524546603698353
4	cat	MEOW	dog	0.37661108797817
4	cat	WOOF	cat	0.54945788557368
4	cat	WOOF	dog	0.422847019056985
4	cat	MEOW	dog	0.393924333951675
4	cat	WOOF	cat	0.635057284083723
4	dog	WOOF	dog	0.694158968131356
4	cat	WOOF	cat	0.491977288026184
4	dog	WOOF	cat	0.275117360352291
4	cat	WOOF	dog	0.512542160406237
4	dog	MEOW	cat	0.512895781782601
4	cat	MEOW	cat	0.312827051892227
4	dog	MEOW	dog	0.352901362742247
4	dog	WOOF	dog	0.343241860760521
4	dog	MEOW	dog	0.871903382945869
4	dog	MEOW	dog	0.343791077463175
4	dog	WOOF	dog	0.699647149682927
4	cat	MEOW	cat	0.484042400488733
4	dog	MEOW	dog	0.321377992577286
4	cat	MEOW	dog	0.346387269634171
4	dog	MEOW	cat	0.532235788811487
4	dog	MEOW	cat	0.662565471555
4	dog	WOOF	cat	0.27976328316015
4	cat	WOOF	cat	0.287665766668448
4	cat	MEOW	cat	0.594982407621194
4	cat	MEOW	cat	0.471947399326373
4	dog	MEOW	dog	0.438051971744608
4	dog	MEOW	cat	0.463155596593916
4	dog	MEOW	dog	0.489217918952429
4	cat	WOOF	cat	0.2914819470237
4	dog	WOOF	dog	0.922133208562069
4	dog	WOOF	dog	0.440632689014515
4	cat	MEOW	cat	0.354667506631659
4	dog	WOOF	dog	0.395219020262609
4	cat	MEOW	dog	0.323549348035702
4	dog	WOOF	cat	0.312134777580058
4	cat	WOOF	cat	0.407241932590218
4	cat	MEOW	dog	0.339810475621039
4	cat	WOOF	cat	0.394128641075561
4	cat	WOOF	cat	0.282667272087433
4	cat	WOOF	cat	0.386219678824885
4	dog	WOOF	cat	0.528156441997722
4	cat	MEOW	cat	0.457053752994059
4	cat	WOOF	cat	0.321439511437498
4	dog	WOOF	cat	0.891654992559001
4	dog	MEOW	cat	1.44707951176313
4	cat	WOOF	cat	0.298165312941646
4	dog	MEOW	cat	0.375965844553301
4	dog	MEOW	dog	0.444446677069454
4	cat	MEOW	cat	0.42349187853176
4	dog	MEOW	cat	0.338009198532387
4	dog	MEOW	dog	0.400336880475796
4	cat	MEOW	cat	0.487261044368183
4	cat	WOOF	cat	1.0035267783981
4	dog	WOOF	cat	0.581481313762449
4	dog	WOOF	dog	0.343480840605821
4	dog	MEOW	cat	0.419388102376168
4	dog	MEOW	dog	0.609222926574236
4	dog	WOOF	dog	0.499207494265921
4	cat	MEOW	dog	0.538627363257753
4	dog	WOOF	dog	0.478834222275489
4	cat	MEOW	cat	0.778069893051779
4	cat	MEOW	dog	0.367923954234213
4	cat	MEOW	dog	0.70287525038984
4	dog	WOOF	cat	0.319805651488328
4	cat	WOOF	cat	0.442059872246056
4	cat	MEOW	dog	0.95209349976928
4	cat	MEOW	cat	0.431958436544494
4	cat	WOOF	cat	0.316568795547005
4	dog	WOOF	cat	0.353577876591204
4	cat	MEOW	dog	0.766578771037571
4	dog	MEOW	dog	0.634274241250159
4	dog	MEOW	dog	0.38880051487399
4	cat	WOOF	cat	0.321748476986258
4	dog	MEOW	dog	0.396106160609042
4	dog	MEOW	cat	0.348849215795501
4	dog	MEOW	dog	0.308659686293109
4	dog	MEOW	dog	0.297771771650575
4	cat	WOOF	cat	0.287374265104223
4	cat	MEOW	dog	0.320197253030304
4	cat	MEOW	cat	0.40703563810711
4	cat	WOOF	cat	0.364131167987392
4	cat	WOOF	dog	0.603708373051792
4	cat	WOOF	cat	0.328429923493616
4	dog	WOOF	dog	0.489316839925999
4	cat	MEOW	dog	0.280596791507507
4	cat	WOOF	cat	0.420200526561232
4	dog	WOOF	dog	0.431021976756238
4	dog	MEOW	cat	0.570834652504658
4	cat	MEOW	cat	0.346042591442001
4	cat	WOOF	cat	0.276223247206642
4	dog	MEOW	cat	0.586331911742524
4	dog	WOOF	dog	0.574149714394999
4	dog	WOOF	cat	0.294574782354343
4	dog	MEOW	dog	0.391748776934743
4	dog	WOOF	cat	0.30531236127751
4	cat	MEOW	cat	0.33169674675895
4	cat	WOOF	cat	0.891588530437449
4	cat	WOOF	cat	0.302035364647772
4	cat	WOOF	cat	0.304165696137204
4	cat	MEOW	dog	0.353899627407007
4	cat	WOOF	dog	0.449975258058006
4	dog	MEOW	cat	0.631524059547154
4	dog	MEOW	dog	0.34673558453288
4	dog	MEOW	dog	0.402285312942238
4	dog	MEOW	dog	0.504078826831415
4	cat	WOOF	cat	0.752731679354323
4	dog	MEOW	dog	0.316554641226637
4	dog	WOOF	cat	0.308702786339486
4	cat	MEOW	dog	0.425123120266481
4	dog	MEOW	dog	0.791756615976546
4	dog	WOOF	cat	0.300262332514517
4	dog	WOOF	cat	0.504752506241273
4	cat	MEOW	dog	0.334824428883509
4	cat	WOOF	cat	0.39465833836384
4	dog	WOOF	cat	0.27653591716472
4	dog	MEOW	dog	0.367896542311248
4	dog	MEOW	dog	0.561505824592265
4	cat	WOOF	cat	0.298249439530858
4	cat	WOOF	cat	0.301266487018969
4	dog	MEOW	dog	0.372901723900414
4	dog	MEOW	dog	0.296633321107642
4	cat	WOOF	cat	0.389906007183811
4	cat	WOOF	cat	0.321498163546362
4	cat	MEOW	cat	0.634107208640454
4	dog	MEOW	dog	0.32858324113358
4	cat	WOOF	cat	0.274458565995661
4	cat	MEOW	cat	0.454737896844925
4	cat	MEOW	dog	0.390333955480149
4	dog	WOOF	dog	0.854861858209675
4	cat	MEOW	cat	1.37644055072241
4	cat	MEOW	cat	0.416894788587807
4	cat	WOOF	cat	0.393650791001528
4	cat	WOOF	cat	0.350945866592893
4	cat	MEOW	cat	0.413812867239686
4	cat	WOOF	cat	0.27566892500051
4	dog	WOOF	dog	0.605388045987505
4	cat	MEOW	cat	0.596499468017623
4	cat	MEOW	cat	0.525450063056161
4	dog	MEOW	dog	0.337273689022643
4	dog	WOOF	dog	0.398295901711726
4	dog	MEOW	dog	0.338650913953501
4	dog	MEOW	dog	0.619029564204237
4	cat	MEOW	dog	0.364424144348283
4	cat	WOOF	cat	0.292732678168691
4	cat	MEOW	dog	0.458989648407944
4	cat	MEOW	cat	0.627753860735171
4	cat	MEOW	dog	0.410476478063568
4	cat	MEOW	cat	0.368860054610743
4	dog	WOOF	cat	0.592059535491765
4	dog	WOOF	cat	0.500174926442206
4	dog	WOOF	cat	0.350354693037107
4	cat	MEOW	dog	1.01822181140161
4	cat	WOOF	cat	0.317479501526235
4	dog	WOOF	dog	0.696022494474305
4	dog	MEOW	cat	0.55287626831611
4	cat	MEOW	dog	0.446814941620157
4	cat	MEOW	dog	0.356866613922722
4	dog	WOOF	cat	0.292835246756327
4	dog	WOOF	dog	0.99822743560229
4	dog	MEOW	cat	0.507898204644263
4	dog	WOOF	cat	0.400822362476879
4	dog	MEOW	dog	0.355980692783685
4	dog	MEOW	dog	0.418609279970677
4	cat	WOOF	cat	0.672913527640327
4	dog	WOOF	cat	0.292664603006785
4	dog	WOOF	cat	0.339003127455504
4	dog	MEOW	dog	0.350217899353785
4	dog	WOOF	dog	0.615873541035644
4	dog	MEOW	dog	0.371409804430454
4	dog	MEOW	dog	0.325339303968018
4	cat	WOOF	cat	0.289116993083141
4	dog	WOOF	cat	0.732046288234344
4	dog	WOOF	cat	0.363773215792386
4	cat	MEOW	dog	0.381392477777124
4	dog	WOOF	cat	0.297836254095778
4	cat	WOOF	dog	0.452485261068945
4	cat	MEOW	dog	0.387245546286651
4	cat	MEOW	cat	0.478058685778377
4	dog	WOOF	dog	0.385115282552328
4	cat	WOOF	cat	0.309365490107072
4	cat	MEOW	cat	0.68051213028589
4	cat	WOOF	dog	0.375226271692869
4	dog	WOOF	cat	0.404809330974506
4	cat	WOOF	cat	0.341726690273533
4	cat	WOOF	cat	0.281989454106501
4	dog	MEOW	dog	0.689989695825079
4	cat	MEOW	dog	0.501306839476308
4	cat	MEOW	cat	0.623361270041772
4	dog	MEOW	dog	0.304107860042499
4	cat	MEOW	dog	0.396132202457881
4	cat	WOOF	dog	0.622238326672494
4	dog	MEOW	cat	0.67938254312384
4	cat	MEOW	dog	0.343699311543205
4	cat	WOOF	cat	0.29939121036578
4	cat	WOOF	dog	0.735380507510363
4	cat	MEOW	cat	0.383322713701828
4	dog	WOOF	cat	0.340263713382849
4	dog	WOOF	dog	0.640130641157889
4	cat	WOOF	dog	0.52381048821139
4	cat	WOOF	dog	0.809834747563323
4	cat	WOOF	cat	0.271749068829427
4	cat	WOOF	cat	0.271512510476371
4	cat	MEOW	cat	0.327389400397456
4	cat	WOOF	cat	0.363622728702576
4	dog	MEOW	dog	0.811491327419079
4	cat	MEOW	cat	0.315801095858941
4	cat	WOOF	cat	0.315247792416646
4	cat	MEOW	cat	0.311145340264066
4	dog	WOOF	dog	0.410541124204729
4	dog	MEOW	dog	0.320724093941855
4	cat	MEOW	cat	0.490624757925752
4	cat	WOOF	cat	0.290678205957024
4	cat	MEOW	dog	0.401633186880654
4	dog	MEOW	dog	0.293740203678373
4	dog	WOOF	cat	0.282264331067638
4	cat	WOOF	cat	0.464507147409096
4	cat	MEOW	dog	0.523893360246389
4	cat	WOOF	cat	0.290236013452086
4	dog	WOOF	dog	0.403305511350531
4	dog	WOOF	dog	0.394404661615113
4	dog	MEOW	dog	0.417277723252658
4	dog	WOOF	cat	0.542342126429466
4	cat	WOOF	cat	0.299873101747106
4	dog	WOOF	dog	0.58145942541725
4	dog	MEOW	dog	0.295498016361135
4	cat	MEOW	dog	0.321666875499799
4	cat	MEOW	dog	0.293299612683206
4	cat	WOOF	cat	0.956674899897764
4	dog	MEOW	dog	0.375281295867977
4	cat	WOOF	dog	0.476127554486364
4	cat	WOOF	cat	0.611731036842317
4	cat	MEOW	cat	0.394529172858849
4	dog	MEOW	dog	0.453560416458674
4	dog	MEOW	cat	0.312955590659991
4	cat	WOOF	cat	0.33496623776815
4	dog	WOOF	dog	0.436081418181403
4	dog	MEOW	dog	0.367456888042304
4	dog	MEOW	dog	0.292620761708017
4	cat	MEOW	dog	0.448479919745553
4	dog	MEOW	dog	0.534202007601248
4	dog	MEOW	cat	0.81061011100159
4	cat	WOOF	cat	0.409276429189693
4	cat	WOOF	cat	0.298376948645308
4	dog	WOOF	dog	0.370771122971739
4	dog	MEOW	dog	0.298884897323732
4	dog	MEOW	dog	1.09329597503821
4	cat	WOOF	cat	0.291898341319151
4	cat	WOOF	dog	0.470332915961704
4	cat	MEOW	dog	0.984990986496962
4	dog	MEOW	cat	0.846326505145172
4	cat	MEOW	dog	0.425669974267984
4	cat	WOOF	dog	0.456290365515971
4	cat	MEOW	cat	0.443938126261209
4	cat	WOOF	cat	0.467466148853587
4	cat	WOOF	cat	0.344001338494743
4	dog	WOOF	dog	0.365382644719542
4	cat	MEOW	dog	0.370068989282281
4	dog	WOOF	dog	0.49277680341475
4	cat	WOOF	cat	0.31268417465486
4	dog	WOOF	cat	0.559725714683049
4	cat	MEOW	cat	0.481207307420741
4	dog	MEOW	dog	0.649169578412318
4	dog	MEOW	cat	0.373328088895655
4	dog	MEOW	cat	0.517560605170815
4	dog	MEOW	dog	0.763421572476982
4	cat	MEOW	cat	0.526660901359823
4	dog	MEOW	dog	0.302775776718274
4	dog	WOOF	dog	0.448248926888307
4	dog	WOOF	dog	0.500668095022898
4	dog	MEOW	dog	0.552386152357121
4	dog	WOOF	dog	0.461920113695267
4	cat	WOOF	cat	0.294856924887269
4	dog	WOOF	dog	0.371738217491269
4	cat	WOOF	dog	0.359206238460563
4	cat	WOOF	cat	0.411390730984389
4	cat	MEOW	cat	0.459153576671598
4	cat	MEOW	cat	0.443526370334012
4	dog	WOOF	cat	0.283561592464354
4	cat	MEOW	dog	0.301636144573355
4	dog	MEOW	dog	0.610670616574206
4	cat	MEOW	cat	0.641783081659181
4	dog	MEOW	dog	0.564954787995601
4	dog	WOOF	cat	0.307676675151148
4	dog	WOOF	cat	0.318807859609877
4	cat	MEOW	dog	0.309806099019139
4	cat	MEOW	cat	1.0509646678157
4	cat	MEOW	dog	0.685907164255364
4	cat	WOOF	dog	0.878495016812633
4	dog	WOOF	cat	0.848576544018051
4	cat	MEOW	cat	0.459232709587412
4	dog	WOOF	cat	0.360504849053135
4	cat	WOOF	cat	0.286808653468101
4	dog	MEOW	cat	0.404381395220026
4	cat	WOOF	cat	0.527211838874615
4	cat	WOOF	cat	0.326848312260611
4	dog	WOOF	cat	0.302416734767022
4	cat	MEOW	dog	0.359396407959451
4	cat	MEOW	dog	0.360712052871209
4	cat	MEOW	dog	0.354512567966043
4	dog	MEOW	dog	0.278968392810025
4	dog	WOOF	dog	0.478246388466105
4	cat	WOOF	cat	0.420765466819535
4	cat	WOOF	cat	0.605610930682823
4	cat	MEOW	dog	0.382618874590179
4	cat	WOOF	cat	0.319401163589527
4	cat	WOOF	cat	0.349040179441041
4	dog	WOOF	dog	0.463980830234011
4	dog	MEOW	dog	0.733542166642965
4	cat	MEOW	dog	0.418006591097807
4	cat	WOOF	cat	0.387587712095536
4	cat	WOOF	cat	0.367215201389939
4	dog	WOOF	cat	0.291607900221704
4	dog	MEOW	cat	0.532240126161953
4	cat	MEOW	dog	0.422563937180638
4	cat	WOOF	cat	0.517623178066437
4	cat	MEOW	dog	0.348962684161616
4	cat	WOOF	cat	0.448512152211642
4	cat	WOOF	cat	0.360776542098222
4	dog	MEOW	dog	0.450235857212781
4	cat	MEOW	cat	0.378522745924116
4	dog	WOOF	dog	0.674005649232472
4	cat	MEOW	cat	0.446317182331917
4	dog	WOOF	dog	0.450833075992311
4	dog	WOOF	cat	0.525035734397326
4	dog	MEOW	dog	0.45371688206058
4	dog	MEOW	cat	0.509449784077901
4	cat	MEOW	cat	0.465150605742226
4	dog	WOOF	dog	0.671009135056555
4	cat	WOOF	cat	0.338056135987739
4	cat	WOOF	cat	0.301671096554475
4	cat	MEOW	dog	0.360685246901715
4	dog	MEOW	cat	0.525694802452551
4	dog	WOOF	cat	0.315537815961803
4	dog	MEOW	dog	0.327272827866156
4	dog	MEOW	dog	0.360209497100098
4	dog	WOOF	dog	0.388944871613453
4	dog	WOOF	dog	0.493752279862231
4	cat	MEOW	dog	0.429418890963849
4	dog	WOOF	cat	0.344571036642455
4	cat	WOOF	cat	0.562249528326591
4	cat	WOOF	cat	0.369126668157175
4	dog	MEOW	dog	0.378753301589045
4	cat	WOOF	cat	0.350205825021858
4	cat	MEOW	cat	0.636333419785742
4	dog	WOOF	cat	0.426165699087095
4	cat	WOOF	cat	0.568859130534591
4	cat	WOOF	cat	0.294295606923252
4	dog	WOOF	cat	0.431762607870694
4	cat	MEOW	cat	0.5297525193843
4	dog	MEOW	dog	0.468954705280149
4	cat	MEOW	dog	0.537548719193038
4	dog	MEOW	dog	0.432743354963683
4	cat	MEOW	dog	0.378832665063891
4	dog	MEOW	dog	0.371682035460228
4	cat	WOOF	cat	0.473524447231541
4	cat	MEOW	cat	0.457148703699037
4	cat	WOOF	cat	0.296133370986687
4	dog	MEOW	cat	0.316019656503126
4	dog	MEOW	dog	0.384137635554895
4	cat	MEOW	dog	0.334555626436632
4	dog	WOOF	dog	0.789634149536072
4	dog	MEOW	dog	0.488782945321982
4	dog	WOOF	dog	0.707103032371654
4	cat	MEOW	cat	0.441961387022792
4	dog	MEOW	dog	0.43909452039328
4	dog	WOOF	dog	0.779336863983199
4	cat	WOOF	cat	0.669424750571358
4	cat	WOOF	cat	0.512143439537145
4	cat	MEOW	cat	1.46269438870588
4	dog	MEOW	dog	0.32386088827121
4	dog	WOOF	cat	0.279072114241516
4	dog	MEOW	dog	0.362176265342345
4	dog	WOOF	cat	0.329311690132672
4	dog	WOOF	dog	0.579632794745998
4	dog	MEOW	cat	0.899294743030896
4	cat	MEOW	cat	0.530243317857275
4	cat	WOOF	cat	0.561602561120629
4	dog	MEOW	dog	0.28268167559219
4	dog	WOOF	dog	0.852747379161901
4	cat	WOOF	cat	0.279336600414108
4	dog	MEOW	dog	0.543689877457841
4	dog	MEOW	cat	0.516153613760289
4	dog	MEOW	dog	0.309176183894321
4	cat	MEOW	cat	0.390174412461987
4	dog	MEOW	dog	0.317615678173902
4	cat	WOOF	cat	0.279655262414004
4	dog	MEOW	dog	0.383023159178136
4	dog	WOOF	cat	0.28538872238365
4	dog	MEOW	dog	0.408294649164962
4	dog	MEOW	dog	0.396962757973332
4	dog	MEOW	dog	0.604262980624057
4	dog	WOOF	cat	0.403854315581175
4	dog	WOOF	dog	0.448946623368931
4	dog	MEOW	cat	0.321506159706814
4	dog	WOOF	cat	0.399082986732857
4	dog	WOOF	dog	0.492998584228189
4	cat	MEOW	dog	0.417250293338357
4	cat	MEOW	cat	0.579484030932575
4	dog	MEOW	cat	0.409359960185548
4	cat	WOOF	dog	0.429181195600691
4	dog	WOOF	cat	0.35543478175045
4	cat	MEOW	dog	0.525974764348706
4	cat	WOOF	cat	0.303509230592312
4	cat	WOOF	cat	0.301259118901528
4	dog	WOOF	cat	0.428459388480019
4	dog	MEOW	dog	0.321707907313329
4	dog	MEOW	dog	0.962967694635025
4	dog	WOOF	cat	0.394336762950216
4	cat	MEOW	cat	0.861478052722589
4	cat	MEOW	dog	0.339631762103977
4	dog	WOOF	cat	0.647031733528087
4	dog	MEOW	dog	0.621249831054286
4	cat	WOOF	cat	0.307869291882538
4	cat	MEOW	cat	0.602401005562674
4	dog	MEOW	dog	0.587824914435446
4	dog	WOOF	dog	0.559642109142689
4	dog	WOOF	cat	0.327841551821837
4	cat	WOOF	dog	0.590951470096451
4	dog	WOOF	cat	0.501827974996295
4	cat	MEOW	cat	0.515637334870645
4	dog	WOOF	dog	0.664094485738932
4	cat	MEOW	dog	0.537113358440333
4	cat	WOOF	cat	0.317939113918171
4	cat	WOOF	cat	0.345971704631161
4	cat	MEOW	dog	0.322987991093381
4	cat	WOOF	cat	0.610680527099522
4	cat	WOOF	cat	0.479968641583831
4	cat	MEOW	cat	0.659706494228675
4	dog	MEOW	dog	0.355911640948108
4	dog	WOOF	dog	0.723885089388437
4	dog	WOOF	cat	0.470430153327819
4	dog	WOOF	dog	0.445626852093615
4	cat	WOOF	cat	0.519019320508879
4	dog	WOOF	dog	0.4864966590774
4	dog	MEOW	dog	0.488998726925931
4	dog	WOOF	cat	0.724190840137429
4	dog	WOOF	cat	0.371565231728421
4	dog	WOOF	cat	0.331942734543695
4	dog	MEOW	dog	0.573063147062118
4	dog	WOOF	dog	0.594561949771195
4	cat	MEOW	cat	0.360109270757898
4	cat	WOOF	cat	0.568510520503421
5	dog	WOOF	cat	0.443399371053982
5	cat	MEOW	dog	0.423197664768489
5	cat	WOOF	cat	0.775185159585518
5	cat	WOOF	cat	0.546155139248478
5	cat	MEOW	dog	0.595928990989198
5	cat	MEOW	dog	0.53439121399541
5	dog	MEOW	dog	0.579229047526948
5	dog	WOOF	dog	0.43353593786663
5	cat	WOOF	dog	0.587953811318365
5	cat	WOOF	cat	0.767545446998664
5	dog	MEOW	dog	0.656687154522066
5	dog	MEOW	dog	0.396046978207669
5	cat	MEOW	cat	0.621028045987765
5	dog	MEOW	dog	0.592513335149256
5	cat	WOOF	cat	0.413527930034418
5	cat	WOOF	dog	0.628221618859539
5	cat	WOOF	cat	0.406755916739627
5	dog	MEOW	dog	0.475309564932725
5	dog	WOOF	dog	1.02151851877358
5	dog	MEOW	cat	0.395257535986201
5	dog	WOOF	dog	0.453314273630076
5	cat	WOOF	dog	0.522196556426683
5	cat	WOOF	cat	0.666390956963536
5	cat	WOOF	cat	0.444702285806841
5	cat	MEOW	dog	0.412731089720171
5	dog	WOOF	cat	0.444779802500892
5	cat	MEOW	cat	0.603921563024419
5	dog	MEOW	dog	0.59825273154389
5	cat	MEOW	cat	0.624947792815573
5	cat	MEOW	dog	0.448152225672005
5	dog	MEOW	dog	0.746728739746201
5	cat	WOOF	cat	1.07348139023612
5	cat	MEOW	dog	0.457163628472265
5	dog	WOOF	cat	0.425913448336033
5	cat	MEOW	cat	0.607328471537662
5	cat	MEOW	dog	1.02436160253403
5	dog	MEOW	dog	0.428504539349582
5	dog	WOOF	dog	0.433841744104631
5	cat	MEOW	dog	0.445097830758454
5	cat	MEOW	dog	0.44204128291789
5	cat	MEOW	cat	0.489554321432657
5	dog	MEOW	dog	0.596944751446898
5	cat	MEOW	cat	0.512149098918876
5	dog	MEOW	cat	0.491213035688894
5	cat	WOOF	cat	0.581115766413463
5	cat	WOOF	dog	0.615981682771728
5	cat	MEOW	cat	0.47428898152046
5	cat	WOOF	cat	0.476336996726438
5	cat	MEOW	cat	1.61726821946462
5	cat	MEOW	dog	0.418567021979618
5	cat	MEOW	cat	0.525299787994836
5	cat	WOOF	cat	0.568582007396967
5	dog	WOOF	dog	0.576217828233526
5	cat	WOOF	cat	0.428021446070594
5	dog	MEOW	dog	0.641447666642863
5	dog	WOOF	cat	0.656786817365419
5	dog	MEOW	dog	0.480714291248415
5	cat	WOOF	cat	0.40953249638674
5	dog	WOOF	dog	0.706444893634544
5	dog	WOOF	dog	0.731389114151066
5	dog	MEOW	dog	0.411543186152717
5	dog	WOOF	dog	0.537828125681959
5	dog	WOOF	cat	0.568047620736524
5	dog	WOOF	dog	0.528607393594714
5	cat	MEOW	cat	0.507389532827743
5	cat	WOOF	dog	0.427337724011311
5	dog	WOOF	dog	0.454417194269985
5	dog	MEOW	dog	0.627985202008404
5	cat	MEOW	dog	0.557648050184897
5	dog	MEOW	cat	0.552990424143348
5	cat	WOOF	cat	0.786152774784044
5	dog	MEOW	dog	0.463868312656886
5	dog	MEOW	dog	0.786867847332719
5	dog	MEOW	dog	0.572731383984913
5	dog	MEOW	cat	0.542102916995875
5	cat	MEOW	cat	0.606240309530036
5	cat	MEOW	cat	0.508973919241372
5	dog	MEOW	dog	0.537774642664021
5	cat	WOOF	cat	0.459491998147423
5	cat	MEOW	dog	0.457941590168409
5	dog	MEOW	cat	0.538242006548802
5	dog	MEOW	dog	0.506919778230083
5	dog	WOOF	dog	0.568459310560077
5	dog	MEOW	dog	0.397584723742906
5	cat	MEOW	dog	0.48774255946228
5	cat	WOOF	cat	0.734212912966849
5	cat	WOOF	cat	0.798023574934918
5	cat	MEOW	dog	0.60483772837135
5	cat	WOOF	dog	0.477392303910171
5	dog	MEOW	dog	0.451117105737249
5	cat	WOOF	cat	0.477102573405392
5	dog	MEOW	dog	0.406933393523051
5	cat	MEOW	cat	0.765377165612662
5	cat	MEOW	cat	0.500223004716739
5	cat	MEOW	dog	0.443411374342803
5	cat	MEOW	cat	0.465657899011994
5	dog	MEOW	dog	0.43830766798693
5	dog	MEOW	cat	1.18902100474104
5	dog	MEOW	dog	0.468800693981197
5	dog	MEOW	dog	0.554092966192519
5	dog	MEOW	dog	0.521929947930482
5	dog	MEOW	dog	0.575002036203985
5	cat	WOOF	cat	0.481166615753791
5	dog	WOOF	dog	0.412076424251796
5	dog	MEOW	dog	0.393210088411341
5	dog	MEOW	dog	0.518746842868029
5	dog	MEOW	dog	0.867168088049619
5	dog	MEOW	dog	0.705855964261386
5	dog	MEOW	dog	0.449288363861733
5	cat	WOOF	cat	0.502011621343892
5	cat	MEOW	cat	1.09268437174302
5	dog	MEOW	dog	0.469822481954489
5	dog	MEOW	dog	0.471407959673309
5	dog	MEOW	dog	0.606737315148955
5	dog	WOOF	dog	0.75778818901897
5	cat	MEOW	cat	0.629035060847693
5	dog	MEOW	dog	0.712324842549927
5	cat	MEOW	cat	0.570469600566292
5	cat	WOOF	cat	0.438131422095127
5	dog	MEOW	dog	0.424314931838157
5	cat	WOOF	cat	0.564606351583761
5	dog	WOOF	cat	0.506367297238128
5	dog	WOOF	dog	0.421436249986405
5	cat	WOOF	cat	0.470036620168583
5	cat	MEOW	cat	0.601053638539839
5	cat	WOOF	dog	0.65498130709954
5	cat	MEOW	cat	0.855249836181434
5	dog	MEOW	dog	0.823473709133915
5	cat	WOOF	dog	0.631013773233896
5	dog	WOOF	cat	0.457618096442878
5	dog	MEOW	dog	0.456450107739631
5	cat	WOOF	cat	0.493075119459807
5	cat	WOOF	cat	0.439723388573513
5	dog	WOOF	cat	0.488926181527622
5	dog	MEOW	cat	0.479549379916559
5	dog	WOOF	cat	0.638688930777388
5	cat	WOOF	cat	0.436777572371429
5	cat	WOOF	cat	0.640485881936758
5	dog	WOOF	dog	0.753020521309146
5	dog	MEOW	dog	0.837390924224038
5	cat	MEOW	dog	0.477943060931628
5	dog	WOOF	cat	0.402724539778409
5	cat	WOOF	cat	0.647272518517513
5	dog	MEOW	dog	0.636405353733789
5	cat	MEOW	cat	0.734893689755048
5	dog	WOOF	cat	0.464017495960821
5	cat	MEOW	cat	0.441502301727931
5	dog	WOOF	dog	0.72414257849251
5	dog	WOOF	dog	0.543780146222339
5	cat	WOOF	cat	0.474488486389433
5	dog	WOOF	cat	0.659443678158311
5	cat	MEOW	dog	0.605443936848548
5	cat	MEOW	cat	0.432343214351656
5	dog	MEOW	dog	0.789849026031646
5	cat	MEOW	cat	0.642969354170268
5	dog	MEOW	dog	0.609180876387666
5	cat	WOOF	cat	0.82979802589386
5	dog	MEOW	dog	0.609151874185224
5	dog	WOOF	dog	0.62112006561737
5	dog	WOOF	dog	0.733935392199994
5	cat	MEOW	dog	0.442711332751195
5	cat	WOOF	cat	0.407506820743371
5	cat	WOOF	cat	0.670104498284433
5	cat	WOOF	cat	0.696592166186256
5	dog	WOOF	cat	0.63308109673813
5	dog	MEOW	dog	0.399104750574365
5	dog	MEOW	dog	0.716574229666206
5	dog	MEOW	dog	0.438412587053283
5	cat	WOOF	cat	0.481592522628324
5	dog	MEOW	cat	0.816777087518702
5	cat	MEOW	cat	0.542562787031038
5	dog	MEOW	dog	0.38775434570127
5	cat	WOOF	dog	0.648445028828121
5	dog	WOOF	dog	0.65242928499412
5	cat	WOOF	dog	0.694950316362546
5	dog	MEOW	dog	0.462707419894021
5	dog	MEOW	dog	0.483816885904993
5	cat	MEOW	dog	0.454636990313495
5	dog	WOOF	dog	0.531878374761797
5	cat	WOOF	cat	0.553023038025797
5	cat	MEOW	dog	0.42404057459061
5	dog	MEOW	dog	0.489771248951792
5	dog	WOOF	dog	0.551682899723897
5	dog	WOOF	dog	1.07731094442852
5	dog	MEOW	dog	0.509735601441855
5	cat	MEOW	cat	0.794971946438625
5	dog	WOOF	cat	0.459519255624407
5	cat	MEOW	cat	1.09235302357802
5	cat	MEOW	dog	0.51848570539373
5	cat	MEOW	cat	0.745066039993858
5	cat	MEOW	cat	1.06448393213175
5	cat	WOOF	cat	0.652436641099082
5	dog	WOOF	cat	0.731588694656778
5	cat	WOOF	cat	0.405354254685546
5	dog	WOOF	dog	0.660111787418459
5	cat	WOOF	cat	0.42580922903509
5	cat	MEOW	cat	0.650972558243337
5	dog	MEOW	cat	0.598252298754829
5	cat	WOOF	dog	0.449972205957314
5	dog	WOOF	cat	0.423726601276176
5	dog	WOOF	cat	0.399350629306904
5	dog	MEOW	cat	0.420011002549611
5	cat	MEOW	dog	0.735201855707093
5	dog	WOOF	dog	0.495501139957037
5	dog	WOOF	cat	0.434935078771772
5	cat	WOOF	cat	0.534934702470926
5	cat	MEOW	cat	0.689252391870358
5	cat	MEOW	dog	0.4907613149323
